metric,n_valid,mean,std,variance,min,max,cv
synt_UPOS_count_PUNCT,597,76.82077051926298,23.591668363721702,556.5668161838274,7.0,253.0,0.30710012675290776
synt_UPOS_count_NOUN,596,98.93288590604027,23.87119903964445,569.834143590322,6.0,160.0,0.24128679580130405
synt_UPOS_count_PRON,597,39.381909547738694,28.479385121249056,811.0753768844221,1.0,180.0,0.7231590709619193
basic_tokens_per_sentence_mean,600,31.24579533187094,41.874564150998616,1753.4791228360984,3.795620437956204,549.0,1.3401663713864966
basic_n_unique_unigrams,600,207.53166666666667,50.54242335061188,2554.5365581524766,5.0,302.0,0.24354077699280532
basic_n_repeated_trigrams,600,48.60666666666667,70.95340676887241,5034.3859321090695,0.0,412.0,1.4597464017735373
synt_UPOS_total_words,600,491.9766666666667,71.8218635864963,5158.380089037285,0.0,602.0,0.14598632100403738
synt_DEPREL_total_words,600,491.9766666666667,71.8218635864963,5158.380089037285,0.0,602.0,0.14598632100403738
basic_n_repeated_bigrams,600,111.97333333333333,82.51513316289548,6808.747200890372,0.0,472.0,0.7369177169822769
basic_n_unique_bigrams,600,369.2316666666667,84.80119930103413,7191.243402893712,6.0,497.0,0.2296693565495036
basic_n_unique_trigrams,600,411.97333333333336,87.44554779177284,7646.723828603227,7.0,545.0,0.21226021374791126
synt_DEPREL_goeswith_prop,1,0.0019880715705765,,,0.0019880715705765,0.0019880715705765,
synt_DEPREL_goeswith_md,1,1.0,,,1.0,1.0,
synt_DEPREL_count_goeswith,1,1.0,,,1.0,1.0,
